Question: The song recorded by Fergie that was produced by Polow da Don and was followed by Life Goes On was M.I.L.F.$. | Expected: supports | Answer:  The statement is true. M.I.L.F.$ was released as the second single from Fergie's second studio album, Double Dutchess, and it was produced by Polow da Don. Life Goes On was released as the third single from the same album, following M.I.L.F.$ | Token_usage: 2 | Took: 1.7730917930603027 |Semintic search took 0.021564483642578125 seconds, TogetherAI took 1.6555914878845215 seconds
Question: Confession of Murder, a 2012 South Korean action thriller film, was turned into the 2014 Indian-Malay melodramatic thriller Angels. | Expected: refutes | Answer:  False. Confession of Murder, a 2012 South Korean action thriller film, was the inspiration for the 2014 Indian Malayalam-language social thriller film Angels. However, Angels is not described as a "melodramatic thriller" and it is not a direct translation or remake of the original Korean film, but rather an adaptation of its story. | Token_usage: 2 | Took: 1.7852518558502197 |Semintic search took 0.015487909317016602 seconds, TogetherAI took 1.482466220855713 seconds
Question: The director of Syrianna directed a historical movie about the 1993 Bre-X mining scandal in 2016. | Expected: refutes | Answer:  The statement is true, but with some important caveats. The movie "Gold" directed by Stephen Gaghan and released in 2016 is indeed inspired by the Bre-X mining scandal of 1993. However, it's important to note that the movie is not a strict historical account, but rather a dramatization. The character names and story details were changed for legal reasons and to enhance the appeal of the film. So, while the Bre-X scandal served as the inspiration for the movie, it's not a faithful retelling of the true story. | Token_usage: 2 | Took: 1.999443531036377 |Semintic search took 0.01873779296875 seconds, TogetherAI took 1.7194552421569824 seconds
Question: Richard Strauss, German composer of Die Nacht, composed another well established opera called Der Rosenkavalier. | Expected: refutes | Answer:  True. Richard Strauss, who composed the art song "Die Nacht," also composed the opera "Der Rosenkavalier." | Token_usage: 2 | Took: 1.2648510932922363 |Semintic search took 0.020943403244018555 seconds, TogetherAI took 1.1011383533477783 seconds
Question: Belgian-born Danny Dare did the choreography for The New Irving Berlin Musical. | Expected: refutes | Answer:  The statement is false. Danny Dare did not do the choreography for any musical specifically mentioned as "The New Irving Berlin Musical" in the provided context. Danny Dare was a choreographer, actor, director, writer, and producer who worked on various Broadway shows and films, including several films choreographed for Paramount Pictures and musicals written by Irving Berlin. However, there is no information suggesting that he worked on a musical called "The New Irving Berlin Musical." | Token_usage: 2 | Took: 1.8918635845184326 |Semintic search took 0.06079411506652832 seconds, TogetherAI took 1.678694486618042 seconds
Question: On the Knocking at the Gate in Macbeth is an illustration by Thomas Penson De Quincey the English essayist best known for "Confessions of an English Opium-Eater". | Expected: refutes | Answer:  False. The essay "On the Knocking at the Gate in Macbeth" was written by Thomas De Quincey, but it is not an illustration and it is not associated with his work "Confessions of an English Opium-Eater". | Token_usage: 2 | Took: 1.238433599472046 |Semintic search took 0.02085256576538086 seconds, TogetherAI took 1.1285295486450195 seconds
Question: Jimmy Rooney was on the Australia national soccer team and was a member of the winning 1974 World Cup squad. | Expected: refutes | Answer:  The statement is false. Jimmy Rooney and the Australian national soccer team qualified for the 1974 World Cup, but they did not win the tournament. They played in all three group stage matches and did not advance to the next round. | Token_usage: 2 | Took: 1.4109597206115723 |Semintic search took 0.01294708251953125 seconds, TogetherAI took 1.1073896884918213 seconds
Question: Bulawayo Railway Museum is a railway museum located at Bulawayo railway station in Zimbabwe, formerly Rhodesia. Its oldest exhibits date back to 1897, and include the personal railway coach of Cecil Rhodes, a British businessman, mining magnate and politician in South Africa, now mainl known as a racist colonialist. | Expected: refutes | Answer:  The statement is partially true and partially false. The Bulawayo Railway Museum is indeed a railway museum located in Zimbabwe, and its oldest exhibits do date back to 1897. The museum does include the personal railway coach of Cecil Rhodes. However, while Rhodes was a British businessman, mining magnate, and politician in South Africa, he is now mainly known as a racist colonialist, and not just a businessman. Therefore, the description of Rhodes in the statement is incomplete and does not fully reflect his historical legacy. | Token_usage: 2 | Took: 2.449673891067505 |Semintic search took 0.011596441268920898 seconds, TogetherAI took 1.6185269355773926 seconds
Question: The river 3 mi north-west of Gainsborough is said to take its name from the Norse god of the pacific ocean. | Expected: refutes | Answer:  The statement is false. The river 3 mi north-west of Gainsborough is said to take its name from the Norse god "Woden," who in Old English was known as "O'Neil." However, Woden is not a god of the Pacific Ocean in Norse mythology. Instead, he is the ruler of Valhalla, the great hall located in Asgard. | Token_usage: 2 | Took: 1.6868109703063965 |Semintic search took 0.03017449378967285 seconds, TogetherAI took 1.1622354984283447 seconds
Question: On January 30, 2017, Elaine Duke was nominated by President Donald Trump to become the first female United States Deputy Secretary of Homeland Security under a man born in 1950. | Expected: refutes | Answer:  The statement is false. Elaine Duke was nominated to become the United States Deputy Secretary of Homeland Security, not the first female Deputy Secretary. Also, the man born in 1950 is President Donald Trump, not the Deputy Secretary. | Token_usage: 2 | Took: 1.687847375869751 |Semintic search took 0.01347494125366211 seconds, TogetherAI took 1.2033042907714844 seconds
Question: The american sitcom with 247 episodes that puppeteer Jeff Mooring appeared in was Jeff Mooring. | Expected: refutes | Answer:  False. The correct answer is "Sports Night." The question contains a few errors, including the misspelling of the name "Jeff Mooring" and the incorrect title of the show "Jeff Mooring." Additionally, Sports Night is a television series, not a sitcom, and it has 45 episodes, not 247. | Token_usage: 2 | Took: 1.329557180404663 |Semintic search took 0.018352031707763672 seconds, TogetherAI took 1.1566250324249268 seconds
Question: Destination Wedding is an upcoming drama film starring Keanu Reeves, a Canadian actor, director, producer, and musician, and Winona Ryder. | Expected: refutes | Answer:  The statement is true. "Destination Wedding" is a 2018 romantic comedy-drama film starring Keanu Reeves and Winona Ryder. The film was released in the United States on August 31, 2018. | Token_usage: 2 | Took: 1.2265512943267822 |Semintic search took 0.013910055160522461 seconds, TogetherAI took 1.0201678276062012 seconds
Question: Henry Wilbur Palmer was a Republican member of the U.S. House of Representatives from Pennsylvania in the 1970's, who was the father of Bradley Palmer, a Boston lawyer known for his involvement with Gillette, a brand of men's and women's safety razors, and other personal care products. | Expected: refutes | Answer:  The statement is false. Henry Wilbur Palmer was a Republican member of the U.S. House of Representatives from Pennsylvania, but he served in the late 1800s and early 1900s, not the 1970s. Additionally, while his son Bradley Palmer was a Boston lawyer who was involved with various corporations, there is no specific mention of him being involved with Gillette in the provided context. | Token_usage: 2 | Took: 2.540827512741089 |Semintic search took 0.013366222381591797 seconds, TogetherAI took 1.4261970520019531 seconds
Question: This American actor who starred in "Veep" was also in an action comedy film directed and written  by Seth Rogen and Evan Goldberg heavily inspired by a Vice documentary. | Expected: refutes | Answer:  The statement is false. Seth Rogen is a Canadian actor, not American, and he starred in "Veep" is not true. Also, while Rogen and Goldberg have directed and written action comedy films, there is no specific film heavily inspired by a Vice documentary that they have worked on with this American actor. | Token_usage: 2 | Took: 1.5528485774993896 |Semintic search took 0.027333498001098633 seconds, TogetherAI took 1.2027153968811035 seconds
Question: 22 September 1791 is the birth date of this English scientist, whose laboratory burner technology was later perfected by Peter Desaga into the Bunsen burner. | Expected: refutes | Answer:  The statement is false. Michael Faraday, whose laboratory burner technology was perfected by Peter Desaga into the Bunsen burner, was an English scientist born on September 22, 1791. However, Faraday himself did not invent the Bunsen burner. | Token_usage: 2 | Took: 1.353039264678955 |Semintic search took 0.013341188430786133 seconds, TogetherAI took 1.1793699264526367 seconds
Question: Elzie Crisler Segar created the character of whom Captain Strong, a deaf, blind and mute superhero, is a parody. | Expected: refutes | Answer:  False. There is no evidence or mention in the context that Elzie Crisler Segar created a character called Captain Strong who is a parody of a deaf, blind, and mute superhero. Segar is known for creating Popeye, a pop culture character who first appeared in 1929 in Segar's comic strip Thimble Theatre. | Token_usage: 2 | Took: 1.479114294052124 |Semintic search took 0.01786208152770996 seconds, TogetherAI took 1.3618228435516357 seconds
Question: Oliver Boot had a role in the Moliere-based film that was first performed as a play in France in 1664. | Expected: refutes | Answer:  The statement is true. According to the context provided, Oliver Boot acted in the film "John Carter," which also starred Mark Strong and Dominic West. The film was released in 2012 and is based on the novel "A Princess of Mars" by Edgar Rice Burroughs. While the film is not directly related to Molière or his works, the context states that Oliver Boot had a role in a Molière-based film that was first performed as a play in France in 1664, which refers to the play "Le Mariage forcé" (The Forced Marriage). As mentioned in the context, Louis XIV appeared as an Egyptian in the play's performance in 1664. Therefore, the statement is true, but it requires additional context to make the connection between Oliver Boot's role and the Molière-based play. | Token_usage: 2 | Took: 2.1634974479675293 |Semintic search took 0.022153854370117188 seconds, TogetherAI took 1.9585189819335938 seconds
Question: Former President Barack Hussein Obama II was the research program Developing Communities Project's first executive director . | Expected: refutes | Answer:  The statement is false. Former President Barack Hussein Obama II was not the research program Developing Communities Project's first executive director. He was the first executive director of the Developing Communities Project, which is a faith-based organization in Chicago, Illinois. | Token_usage: 2 | Took: 1.3031880855560303 |Semintic search took 0.028748750686645508 seconds, TogetherAI took 1.0127801895141602 seconds
Question: Edwin Gagiano won Best Actor Award as Alf Bueller in a show directed by Neil Gooding. | Expected: refutes | Answer:  The statement is false. While it is true that Edwin Gagiano won the Best Actor Award for his role as Alf Bueller, the show "Back to the 80s" was not directed by Neil Gooding. The incorrect information seems to have been introduced in the statement. According to the provided context, "Back to the 80s" was a musical in which Gagiano played one of the leading roles at the Northern Cape Theatre. | Token_usage: 2 | Took: 1.6035406589508057 |Semintic search took 0.013337135314941406 seconds, TogetherAI took 1.4179162979125977 seconds
Question: The defending champion at the Men's Singles tournament of the 2013 BWF World Championships is Chinese, originally from the Wuhan region. | Expected: refutes | Answer:  True. Lin Dan, the defending champion at the Men's Singles tournament of the 2013 BWF World Championships, is a Chinese player from the Wuhan region. | Token_usage: 2 | Took: 1.0362019538879395 |Semintic search took 0.012250423431396484 seconds, TogetherAI took 0.7253634929656982 seconds
Question: William Zabka, who was born on the rainy night of October 21, 1965, stars in the 2014 American drama film Where Hope Grows. | Expected: refutes | Answer:  The statement is true. William Zabka, who was born on October 21, 1965, does star in the 2014 American drama film Where Hope Grows. He plays the character Milton Malcolm in the film. | Token_usage: 2 | Took: 1.6986899375915527 |Semintic search took 0.00899815559387207 seconds, TogetherAI took 1.0367987155914307 seconds
Question: Dachshunds race annually for a state title as part of a post-season NCAA Division I Football Bowl Subdivision college football game. | Expected: refutes | Answer:  The statement is false. Dachshund races, while they may be associated with various events including college football games, are not a part of the official post-season NCAA Division I Football Bowl Subdivision (FBS) college football games. The FBS post-season consists of various bowl games and the College Football Playoff, with no involvement of dachshund races. | Token_usage: 2 | Took: 1.7708661556243896 |Semintic search took 0.025786876678466797 seconds, TogetherAI took 1.2581868171691895 seconds
Question: James J. Kilroy inspired the name of the Danish company founded in 1991 after the merger of a number of Scandinavian travel agents, he also was a part-time worker at the Fore River Shipyard. | Expected: refutes | Answer:  False. James J. Kilroy was a full-time welding inspector at the Fore River Shipyard and is believed to have originated the "Kilroy was here" expression. However, there is no connection between Kilroy and the Danish company founded in 1991. The company was named after the fictional character "Kilroy" from a 1950s American comic strip, not James J. Kilroy. | Token_usage: 2 | Took: 1.9007625579833984 |Semintic search took 0.021579742431640625 seconds, TogetherAI took 1.4777541160583496 seconds
Question: Aleksey Petrovich Yermolov, was a Russian Imperial general, of the 19th century who commanded Russian troops in the Caucasian War against Germany, he distinguished himself during the Napoleonic Wars at the Battle of Paris that was fought on March 30–31, 1814 between the Sixth Coalition—consisting of Russia, Austria, and Prussia against the French Empire. | Expected: refutes | Answer:  The statement is false. Aleksey Petrovich Yermolov was a Russian Imperial general who distinguished himself during the Napoleonic Wars, but he did not command Russian troops in the Caucasian War against Germany. The Caucasian War was fought against various Caucasian tribes and the Ottoman Empire, not against Germany. Additionally, Yermolov distinguished himself in several battles during the Napoleonic Wars, including the Battle of Paris in 1814, but he was not specifically commanding Russian troops during that battle. He was in charge of the artillery corps of the allies during the European campaigns of 1813 and 1814, which contributed to their success in the Battle of Kulm and other engagements. | Token_usage: 2 | Took: 3.2016563415527344 |Semintic search took 0.0193784236907959 seconds, TogetherAI took 1.7107772827148438 seconds
Question: Len Goodman is a judge of Strictly Come Dancing and a former professional dancer. | Expected: refutes | Answer:  The statement is true. Len Goodman is a judge on Strictly Come Dancing and is also a former professional dancer. | Token_usage: 2 | Took: 0.8760130405426025 |Semintic search took 0.024465084075927734 seconds, TogetherAI took 0.7190649509429932 seconds
Question: Le'Bryan Nash (born June 30, 1992) is an American former basketball player who last played for the Rio Grande Valley Vipers, a basketball team in the NBA G League, who play their home matches at the State Farm Arena, in Hidalgo in Texas. | Expected: refutes | Answer:  The statement is false. While Le'Bryan Nash is an American basketball player who played for the Rio Grande Valley Vipers, they no longer play their home games at the State Farm Arena in Hidalgo, Texas. The Vipers moved to the Bert Ogden Arena in Edinburg, Texas, in 2018. Therefore, Nash did not play for the Vipers at the State Farm Arena. | Token_usage: 2 | Took: 4.027365207672119 |Semintic search took 0.008928060531616211 seconds, TogetherAI took 1.5015997886657715 seconds
Question: 22 September 1791 is the birth date of this English gentleman, whose laboratory burner design was later perfected by Peter Desaga into the Bunsen burner. | Expected: refutes | Answer:  The statement is false. Michael Faraday, whose laboratory burner design was perfected by Peter Desaga into the Bunsen burner, was an English scientist but he was not born on September 22, 1791. Faraday was born on September 22, 1791, but in 1791, Peter Desaga was already 22 years old and Robert Bunsen was just 4 years old. | Token_usage: 2 | Took: 1.3035361766815186 |Semintic search took 0.012372255325317383 seconds, TogetherAI took 1.1520159244537354 seconds
Question: The eastern coast of Ivan Zammit’s host city is located along Grand Harbour. | Expected: refutes | Answer:  The statement is true. Gżira, the city where Ivan Zammit is currently the head coach, is located on the eastern coast of Malta, overlooking the Grand Harbour. | Token_usage: 2 | Took: 1.2244248390197754 |Semintic search took 0.00904536247253418 seconds, TogetherAI took 1.0315265655517578 seconds
Question: Lady Alexandra Naldera Curzon was the third daughter of the 5th Earl Curzon of Kedleston. | Expected: refutes | Answer:  False. Lady Alexandra Naldera Curzon was the third daughter of George Curzon, 1st Marquess Curzon of Kedleston, not the 5th Earl Curzon of Kedleston. | Token_usage: 2 | Took: 1.0529918670654297 |Semintic search took 0.008576154708862305 seconds, TogetherAI took 1.00577974319458 seconds
Question: Peter Filkins held a residency from 1961-1982 at the artists' community in the New York town of Saratoga Springs. | Expected: refutes | Answer:  False. Peter Filkins has a connection to Saratoga Springs through his translation of H.G. Adler's novels set in the town, but there is no information provided that he held a residency there from 1961-1982. | Token_usage: 2 | Took: 1.1841437816619873 |Semintic search took 0.017122745513916016 seconds, TogetherAI took 0.8862600326538086 seconds
Question: The slaughterhouse Cleek-McCabe Site is in the Bluegrass region that makes up the northern part of Kentucky. | Expected: refutes | Answer:  False. The Cleek-McCabe site is located in the northern Bluegrass region of Kentucky, but it is not a slaughterhouse. It is a Middle Fort Ancient culture archaeological site with a village, two mounds, and a centrally located circular plaza. | Token_usage: 2 | Took: 0.9734923839569092 |Semintic search took 0.007447481155395508 seconds, TogetherAI took 0.8779215812683105 seconds
Question: The Make Love, Not Warcraft 22-minute episode of South Park was created using the Snapz Pro X program for macOS. | Expected: refutes | Answer:  True. The co-creator of South Park, Trey Parker, confirmed in an interview that they used Snapz Pro X to capture gameplay footage for the Make Love, Not Warcraft episode. | Token_usage: 2 | Took: 1.2986698150634766 |Semintic search took 0.014017581939697266 seconds, TogetherAI took 0.9006953239440918 seconds
Question: Sian Gibson self-created the British sitcom Peter Kay's Car Share, set around a supermarket and car share scheme. | Expected: refutes | Answer:  The statement is false. Sian Gibson did not self-create the sitcom Peter Kay's Car Share. The show was co-created by Tim Reid and Paul Coleman, and it was pitched to Peter Kay by Paul Coleman. Sian Gibson was cast in the show as Kayleigh Kitson, a promotions rep in the supermarket and John's colleague. | Token_usage: 2 | Took: 1.9344255924224854 |Semintic search took 0.015003204345703125 seconds, TogetherAI took 1.468203067779541 seconds
Question: On September 2, 2002, voice actor Richard White appeared in Disney's House of Mouse during an all night marathon of this comedy show titled "Night of 1000 Toons" aired on Toon Disney. | Expected: refutes | Answer:  True. Richard White, the voice of Gaston from Beauty and the Beast, appeared in Disney's House of Mouse during the "Night of 1000 Toons" marathon on Toon Disney on September 2, 2002. | Token_usage: 2 | Took: 1.7421536445617676 |Semintic search took 0.01630687713623047 seconds, TogetherAI took 1.1788909435272217 seconds
Question: American Christopher Townsend worked on the 2013 superhero film Iron Man 3. | Expected: refutes | Answer:  True. Christopher Townsend worked as the visual effects supervisor on Iron Man 3. | Token_usage: 2 | Took: 1.1763904094696045 |Semintic search took 0.0395197868347168 seconds, TogetherAI took 0.9533257484436035 seconds
Question: The novella whose film adaptation was played during Christmas Eve of "Afternoon movie" and contained the character of Ebenezer Scrooge was written in 1843. | Expected: refutes | Answer:  The statement is true, but it requires some additional context to be fully accurate. The novella "A Christmas Carol" by Charles Dickens, which features the character of Ebenezer Scrooge, was indeed published in 1843. Over the years, there have been many film adaptations of the story, and it is possible that one of them was aired during Christmas Eve as an "Afternoon movie." However, the statement does not specify which film adaptation it is referring to, so it is important to note that there are many adaptations to choose from. | Token_usage: 2 | Took: 2.0140669345855713 |Semintic search took 0.08212780952453613 seconds, TogetherAI took 1.7820343971252441 seconds
Question: Scott Ian is an American musician, best known as the rhythm guitarist and only remaining founder of the heavy metal band, Emo, from New York City that released 11 studio albums, several other albums, and 26 singles, including collaborating on a single with American hip hop group Public Enemy. | Expected: refutes | Answer:  The statement is false. Scott Ian is the rhythm guitarist and only remaining founder of the thrash metal band Anthrax, not "Emo." Anthrax has released 11 studio albums, several other albums, and 26 singles, including collaborating on a single with American hip hop group Public Enemy. | Token_usage: 2 | Took: 3.7328600883483887 |Semintic search took 0.031830787658691406 seconds, TogetherAI took 1.0652618408203125 seconds
Question: Pandit Kishan Maharaj, was an Indian tabla player of Hindustani classical music, who belonged to the one of the six most common styles of playing the Indian tabla called Benares gharana first established the 1280s. | Expected: refutes | Answer:  The statement is false. Pandit Kishan Maharaj was an Indian tabla player of Hindustani classical music who belonged to the Benares gharana, but the gharana was not established in the 1280s. It was established a little over 200 years ago by Pandit Ram Sahai (1780–1826). | Token_usage: 2 | Took: 1.2694990634918213 |Semintic search took 0.00856924057006836 seconds, TogetherAI took 1.1041200160980225 seconds
Question: Dutch pornographic actress "Bobbi Eden" modeled nude for this monthly American pornographic magazine which is a spin-off publication of another magazine from the United Kingdom. | Expected: refutes | Answer:  The statement is true. Bobbi Eden, a Dutch pornographic actress, has modeled nude for the American pornographic magazine "Men" which is a spin-off publication of "Advocate Men" from the United Kingdom. | Token_usage: 2 | Took: 1.2597692012786865 |Semintic search took 0.011714458465576172 seconds, TogetherAI took 0.8390524387359619 seconds
Question: Cotton Mather was politically influential in New England, the largest defined region in the US. | Expected: refutes | Answer:  The statement is false. Cotton Mather was a New England Puritan minister, prolific author, and pamphleteer, but he was not politically influential in New England or any other defined region in the US. The Liberty ship named after him was built in the United States during World War II, but this does not imply any political influence on Cotton Mather's part. The other information provided pertains to his missionary work in India and his contributions to religious literature. | Token_usage: 2 | Took: 1.6891236305236816 |Semintic search took 0.011379718780517578 seconds, TogetherAI took 1.5198237895965576 seconds
Question: Louise Wiker is a Swedish long-distance runner who competed and placed third  in the marathon event at the fifteenth edition of the IAAF World Championships, the 2015 World Championships in Athletics, held 22–30 August 2015 in Beijing, China. | Expected: refutes | Answer:  False. The statement is incorrect on several counts. First, Louise Wiker is a long-distance runner who specializes in cross country running, not the marathon event. Second, the 2015 World Championships in Athletics was not the fifteenth edition of the IAAF World Championships, but the fifteenth edition of the outdoor championships. The IAAF World Cross Country Championships is a separate event. Third, the 2015 IAAF World Cross Country Championships was held in Guiyang, China, in March 2015, not in Beijing in August 2015. Finally, there is no record of Louise Wiker competing or placing third in the 2015 IAAF World Cross Country Championships. | Token_usage: 2 | Took: 3.6484591960906982 |Semintic search took 0.011015176773071289 seconds, TogetherAI took 2.105860471725464 seconds
Question: The artist Mathangi "Maya" arulpragasm's song Bad Girls once appeared on the popular Vicki Leekx free online mixtape. | Expected: refutes | Answer:  True. The song "Bad Girls" by Mathangi "Maya" Arulpragasm, also known as M.I.A, did appear on her free online mixtape Vicki Leekx, which was released on December 31, 2010. | Token_usage: 2 | Took: 1.4587469100952148 |Semintic search took 0.02245640754699707 seconds, TogetherAI took 1.2091500759124756 seconds
Question: Shrii Shrii Ánandamúrti is the spiritual name of the philosopher who founded Amra Bangali in 1986. | Expected: refutes | Answer:  False. Shrii Shrii Ánandamúrti, also known as Prabhat Ranjan Sarkar, is the philosopher who founded Ananda Marga in 1955, not Amra Bangali in 1986. Amra Bangali is an organization focused on the development of West Bengal, India, and was not founded by Sarkar. | Token_usage: 2 | Took: 1.2866170406341553 |Semintic search took 0.009945869445800781 seconds, TogetherAI took 1.2125802040100098 seconds
Question: Maxime Teremoana "Max" Crocombe plays football in Greater Manchester, England for Manchester City FC. | Expected: refutes | Answer:  The statement is false. Maxime Teremoana "Max" Crocombe plays football in Greater Manchester, England for Grimsby Town, not Manchester City FC. | Token_usage: 2 | Took: 1.2442958354949951 |Semintic search took 0.013998985290527344 seconds, TogetherAI took 0.9667370319366455 seconds
Question: Javier Sotomayor is the current world record holder in men's high jump and uncle of Lorenzo Sotomayor Collazo. | Expected: refutes | Answer:  True, Javier Sotomayor Sanabria is the current world record holder in men's high jump and uncle of Lorenzo Sotomayor Collazo. Javier Sotomayor set the world record of 2.45 m (8 ft 1/4 in) in 1993, and Lorenzo Sotomayor Collazo is a Cuban-born Azerbaijani light-welterweight boxer who is a nephew of Javier Sotomayor. | Token_usage: 2 | Took: 1.629300594329834 |Semintic search took 0.013973712921142578 seconds, TogetherAI took 1.5029594898223877 seconds
Question: Maldives is the name of the South Asian island country, located in the Indian Ocean for which Ahmed Abdulla is a former footballer. | Expected: refutes | Answer:  The statement is true. Ahmed Abdulla is a former footballer from the Maldives. | Token_usage: 2 | Took: 0.9048829078674316 |Semintic search took 0.012818098068237305 seconds, TogetherAI took 0.6911025047302246 seconds
Question: William Zabka, who was born on October 21, 1965, stars in the 2014 American horror film Where Hope Grows. | Expected: refutes | Answer:  The statement is false. William Zabka does appear in the 2014 American drama film "Where Hope Grows," not a horror film. Also, the film received mixed reviews from critics and was released on May 15, 2015, by Roadside Attractions. | Token_usage: 2 | Took: 1.6148066520690918 |Semintic search took 0.009877443313598633 seconds, TogetherAI took 1.1065096855163574 seconds
Question: Cambodia is known as the Kingdom and the National Route 13 stretches towards the border with Laos. | Expected: refutes | Answer:  True, Cambodia is known as the Kingdom of Cambodia and National Route 13 does stretch towards the border with Laos. | Token_usage: 2 | Took: 0.7910685539245605 |Semintic search took 0.008546590805053711 seconds, TogetherAI took 0.6808774471282959 seconds
Question: The Franco-Italian troops led by Eugène de Beauharnais was defreated by an Austrian army commanded by a major of the House of Habsburg-Lorraine. | Expected: refutes | Answer:  The statement is false. While it is true that the Franco-Italian troops led by Eugène de Beauharnais were defeated by an Austrian army in the Battle of Caldiero in 1813, the Austrian army was not commanded by a major of the House of Habsburg-Lorraine. At the Battle of Caldiero, the Austrian army was commanded by General Hieronymus Karl Graf von Colloredo-Mansfeld, who was not a member of the House of Habsburg-Lorraine. | Token_usage: 2 | Took: 1.8815250396728516 |Semintic search took 0.01619243621826172 seconds, TogetherAI took 1.6817481517791748 seconds
Question: Friedrich Hayek, the author of "The Fatal Conceit" was born in Warsaw, Austria-Hungary. | Expected: refutes | Answer:  The statement is false. Friedrich Hayek was not born in Warsaw, Austria-Hungary. He was born in Vienna, Austria, which was part of the Austro-Hungarian Empire at the time of his birth. | Token_usage: 2 | Took: 1.3097362518310547 |Semintic search took 0.05477261543273926 seconds, TogetherAI took 1.1631362438201904 seconds
Question: Tedrow, Ohio lies adjacent to the Ohio Turnpike, a 241. 26 mi highway. | Expected: refutes | Answer:  The statement is false. Tedrow, Ohio is located less than one mile north of the Ohio Turnpike, but it does not lie adjacent to it. Also, the Ohio Turnpike is a 241.26 mi (388.2 km) highway, not 241.26 mi. The length of the highway is slightly over 241 miles, not exactly 241.26 miles. | Token_usage: 2 | Took: 1.623687505722046 |Semintic search took 0.009321451187133789 seconds, TogetherAI took 1.4219250679016113 seconds
Question: The university where Peter Charanis was the Voorhees Professor of History is in Edison, New Jersey. | Expected: refutes | Answer:  False. Peter Charanis was the Voorhees Professor of History at Rutgers University in New Brunswick, New Jersey. | Token_usage: 2 | Took: 1.126753807067871 |Semintic search took 0.02898573875427246 seconds, TogetherAI took 0.984595537185669 seconds
Question: The Light in the Piazza is the show that Elena Shaddow was in that was produced by a relative of Richard Rodgers. | Expected: refutes | Answer:  The statement is true. Elena Shaddow appeared in a production of The Light in the Piazza, and the show was produced by Adam Guettel, Richard Rodgers' grandson. | Token_usage: 2 | Took: 1.0190153121948242 |Semintic search took 0.022360801696777344 seconds, TogetherAI took 0.8979959487915039 seconds
Question: Haley Joel Osment is the voice of the protagonist feral child in the sequel to the movie adaptation of some of Rudyard Kipling's fictional stories. | Expected: refutes | Answer:  The statement is true. Haley Joel Osment provided the voice of Mowgli, the protagonist feral child, in The Jungle Book 2, which is the sequel to Disney's 1967 animated musical film version of Rudyard Kipling's stories. | Token_usage: 2 | Took: 1.0986530780792236 |Semintic search took 0.021831989288330078 seconds, TogetherAI took 0.9358909130096436 seconds
Question: Chuck Brodsky wrote a song about college baseball that also spoke of the spy who served during World War II. | Expected: refutes | Answer:  The statement is false. While Chuck Brodsky is known for his songs about baseball, there is no evidence in the provided context that he wrote a song about college baseball that also spoke of a spy who served during World War II. | Token_usage: 2 | Took: 1.375103235244751 |Semintic search took 0.010043859481811523 seconds, TogetherAI took 0.8366999626159668 seconds
Question: Adam McKay co-authored "Ant-Man" with Joe Cornish and served as head writer for "Saturday Night Live". | Expected: refutes | Answer:  The statement is true. Adam McKay did co-author the script for "Ant-Man" with Joe Cornish, and he served as head writer for "Saturday Night Live" from 1995 to 2001. | Token_usage: 2 | Took: 1.0734262466430664 |Semintic search took 0.018414020538330078 seconds, TogetherAI took 0.8358993530273438 seconds
Question: Michael Ralph DeVito (born June 10, 1984, died December 4, 1999) is a former American football defensive end in the National Football League (NFL) who attended the NEASC accredited Nauset Regional High School, located in North Eastham, in the state of Massachusetts. | Expected: refutes | Answer:  The statement is false. Michael Ralph DeVito was born on June 10, 1984, and he is still alive. Therefore, he could not have died on December 4, 1999. Additionally, he did attend Nauset Regional High School, but it is located in Eastham, not North Eastham. | Token_usage: 2 | Took: 2.7034308910369873 |Semintic search took 0.011646747589111328 seconds, TogetherAI took 1.3873136043548584 seconds
Question: Four Shores, is an album from the Latvian band Brainstorm, Lonely Feeling" is a song dedicated to Swedish-born American film actress, Greta Garbo, during the 1920s and 1930s. | Expected: refutes | Answer:  The statement is true. The album "Four Shores" by Brainstorm by Latvian band Brainstorm does contain the song "Lonely Feeling," which is dedicated to the Swedish actress Greta Garbo. | Token_usage: 2 | Took: 1.668977975845337 |Semintic search took 0.017741918563842773 seconds, TogetherAI took 1.2068865299224854 seconds
Question: Louise Minchin co-presented a discussion television programme on BBC1 airing on Sundays, which replaced the 'Heaven and Earth Show', with a Welsh former sprint and hurdling athlete. | Expected: refutes | Answer:  The statement is true. Louise Minchin co-presented the show "Sunday Life" on BBC One along with Colin Jackson, who is a Welsh former sprint and hurdling athlete. The show aired on Sundays and replaced the "Heaven and Earth Show". | Token_usage: 2 | Took: 1.2064850330352783 |Semintic search took 0.013663768768310547 seconds, TogetherAI took 0.9115283489227295 seconds
Question: Tiburzio Spannocchi was the "king's secretary" to the King of Portugal, Naples, Sicily and Sardinia and Duke of Milan. | Expected: refutes | Answer:  The statement is false. Tiburzio Spannocchi was not the "king's secretary" to the King of Portugal, Naples, Sicily and Sardinia and Duke of Milan. He was an engineer from Siena who served the Papal States, the Kingdom of Spain, and the Viceroyalty of Sicily. He was named "Chief Engineer" in 1601 and worked on various military and civil engineering projects in Spain, Sicily, Cuba, and Brazil. He was also a co-founder of the Department of Mathematical Military Architecture under the patronage of Philip II in 1582. | Token_usage: 2 | Took: 1.6554648876190186 |Semintic search took 0.009413003921508789 seconds, TogetherAI took 1.5556726455688477 seconds
